0x2100: INIDISP
0x86f131: Sprite_CheckDamageToPlayerIgnoreLayer_
0x86f139: kSprite_ReturnIfLifted_Dirs
0x86f13d: kSpriteDamage_Tab2
0x86f141: kSpriteDamage_Tab3
0x86f145: Sprite_CheckDamageToLink
0x86f14a: Sprite_CheckDamageToPlayer_1
0x86f154: Sprite_CheckDamageToLink_same_layer
0x86f15c: Sprite_CheckDamageToLink_ignore_layer
0x86f1f6: Sprite_SetupHitBox00
0x86f228: Sprite_ReturnIfLifted
0x86f257: Sprite_ReturnIfLiftedPermissive
0x86f2aa: Sprite_CheckDamageFromPlayer_
0x86f2b4: Sprite_CheckDamageFromLink
0x86f3ca: Sprite_AttemptDamageToLinkWithCollisionCheck
0x86f3db: Sprite_AttemptDamageToLinkPlusRecoil
0x86f41f: Sprite_AttemptDamageToPlayerPlusRecoil_
0x86f427: kPlayerDamages
0x86f445: Sprite_RecoilLinkAndTHUMP
0x86f46d: kPlayer_SetupActionHitBox_Tab0
0x86f4ae: kPlayer_SetupActionHitBox_Tab1
0x86f4ef: kPlayer_SetupActionHitBox_Tab2
0x86f530: kPlayer_SetupActionHitBox_Tab3
0x86f571: kPlayer_SetupActionHitBox_Tab4
0x86f57e: SetupActionHitBox
0x86f586: kPlayerActionBoxRun_YHi
0x86f588: kPlayerActionBoxRun_XLo
0x86f58c: kPlayerActionBoxRun_XHi
0x86f590: kPlayerActionBoxRun_YLo
0x86f594: SetupActionHitBox_spinning
0x86f5b7: SetupActionHitBox_dashing
0x86f5e0: Player_SetupActionHitBox
0x86f645: Sprite_DoHitBoxesFast
0x86f688: Sprite_ApplyRecoilToLink
0x86f69f: Link_PlaceWeaponTink
0x86f6ca: Sprite_PlaceWeaponTink
0x86f6d5: Sprite_PlaceRupulseSpark_2
0x86f705: Link_SetupHitBox_conditional
0x86f70a: Link_SetupHitBox
0x86f72f: kSpriteHitbox_XLo
0x86f74f: kSpriteHitbox_XHi
0x86f76f: kSpriteHitbox_XSize
0x86f78f: kSpriteHitbox_YLo
0x86f7af: kSpriteHitbox_YHi
0x86f7cf: kSpriteHitbox_YSize
0x86f7ef: Sprite_SetupHitBox
0x86f836: CheckIfHitBoxesOverlap
0x86f864: OAM_AllocateDeferToPlayer_
0x86f86c: Oam_AllocateDeferToPlayer
0x86f8a2: SpriteModule_Die
0x86f8c9: SpriteDeath_MainEx_true
0x86f917: SpriteDeath_Func1_
0x86f91f: kPikitDropItems
0x86f923: Sprite_DoTheDeath
0x86f9bc: ForcePrizeDrop
0x86f9bd: SpriteDeath_Func2_argInA
0x86f9d1: PrepareEnemyDrop
0x86fa22: SpriteDeath_Func4_Tmp
0x86fa25: SpriteDeath_Func4
0x86fa54: SpriteDeath_Func2_
0x86fa5c: kPrizeMasks
0x86fa63: kPrizeZ
0x86fa72: kPrizeItems
0x86faaa: kPerishOverlay_X
0x86faca: kPerishOverlay_Y
0x86faea: kPerishOverlay_Char
0x86fb0a: kPerishOverlay_Flags
0x86fb2a: SpriteDeath_DrawPoof
0x86fb96: kSpriteFall_Tab1
0x86fbb6: kSpriteFall_Tab2
0x86fbd6: kSpriteFall_Tab3
0x86fbe6: kSpriteFall_Tab4
0x86fbea: SpriteModule_Fall2
0x86fcb7: kSpriteDrawFall0Data
0x86fd17: SpriteDraw_FallingHelmaBeetle
0x86fd43: kSpriteDrawFall1_X
0x86fd7b: kSpriteDrawFall1_Y
0x86fdb3: kSpriteDrawFall1_Char
0x86fdeb: kSpriteDrawFall1_Flags
0x86fe23: kSpriteDrawFall1_Ext
0x86fe5b: SpriteDraw_FallingHumanoid
0x86feb4: Sprite_CorrectOamEntries_
0x86febc: Sprite_CorrectOamEntries
0x86ff26: Sprite_GetScreenRelativeCoords
0x86ff49: Sprite_CheckIfOnScreenX
0x86ff56: Sprite_CheckIfOnScreenY
0x86ff6d: UNREACHABLE_06FF73
0x86ff72: kSprite_ReturnIfRecoiling_Masks
0x86ff78: Sprite_ReturnIfRecoiling
0x878000: Link_Main
0x878021: PlaySfx_Set1
0x878028: PlaySfx_Set2
0x87802f: PlaySfx_Set3
0x878036: PlaySfx_SetPan
0x878041: kPlayerHandlers
0x87807f: Link_ControlHandler
0x878109: LinkState_Default
0x878130: HandleLink_From1D
0x8781a0: PlayerHandler_00_Ground_3
0x8782d8: return_false_loc_8782D8
0x8782da: Link_HandleBunnyTransformation
0x878365: LinkState_TemporaryBunny
0x8783a1: PlayerHandler_17_Bunny
0x8783c7: LinkState_Bunny_recache
0x8783fa: Link_TempBunny_Func2
0x878481: LinkState_HoldingBigRock
0x87855a: EtherTablet_StartCutscene
0x878570: LinkState_ReceivingEther
0x8785e5: BombosTablet_StartCutscene
0x8785fb: LinkState_ReceivingBombos
0x87866d: InitiateDesertCutscene
0x87867b: LinkState_ReadingDesertTablet
0x878689: HandleSomariaAndGraves
0x8786b5: LinkState_Recoil
0x878711: Link_HandleRecoilAndTimer
0x8787db: Player_HandleIncapacitated_MiddleEntry
0x878872: LinkState_OnIce
0x878926: Link_HandleChangeInZVelocity
0x878932: Player_ChangeZ
0x87894e: LinkHop_HoppingSouthOW
0x878a05: LinkState_HandlingJump
0x878ac9: kLink_DoMoveXCoord_Outdoors_Helper2_y
0x878acd: kLink_DoMoveXCoord_Outdoors_Helper2_y2
0x878ad1: LinkHop_FindTileToLandOnSouth
0x878b74: LinkState_HoppingHorizontallyOW
0x878b8b: kLink_DoMoveXCoord_Outdoors_Helper2_z
0x878b93: kLink_DoMoveXCoord_Outdoors_Helper2_velx
0x878b9b: Link_HoppingHorizontally_FindTile_Y
0x878c44: Link_SetToDeepWater
0x878c69: LinkState_0F
0x878cef: kLink_DoMoveXCoord_Outdoors_Helper1_tab1
0x878cf3: kLink_DoMoveXCoord_Outdoors_Helper1_tab2
0x878cf7: kLink_DoMoveXCoord_Outdoors_Helper1_tab3
0x878cfb: kLink_DoMoveXCoord_Outdoors_Helper1_velx
0x878d13: kLink_DoMoveXCoord_Outdoors_Helper1_velz
0x878d2b: Link_HoppingHorizontally_FindTile_X
0x878dc6: LinkState_HoppingDiagonallyUpOW
0x878dfd: kLedgeVelX
0x878e15: LinkState_HoppingDiagonallyDownOW
0x878e6d: kLink_Ledge_Func1_dx
0x878e71: kLink_Ledge_Func1_dy
0x878e75: kLink_Ledge_Func1_dy2
0x878e79: kLink_Ledge_Func1_bits
0x878e7b: LinkHop_FindLandingSpotDiagonallyDown
0x878f1d: Link_SplashUponLanding
0x878f61: kDashTab2
0x878f65: kDashTab1
0x878f68: kTagalongArr1
0x878f77: kTagalongArr2
0x878f86: LinkState_Dashing
0x87915e: LinkState_ExitingDash
0x879195: Link_CancelDash
0x8791b9: Player_HaltDashAttack_
0x8791bd: kDashTab6Y
0x8791c1: kDashTab6X
0x8791c5: kDashTabSw11Y
0x8791c9: kDashTabSw11X
0x8791cd: kDashTabSw7Y
0x8791dd: kDashTabSw7X
0x8791ed: kDashTabDir
0x8791f1: RepelDash
0x879222: LinkApplyTileRebound
0x879291: Sprite_RepelDash
0x8792a0: Flag67WithDirections
0x8792bf: kFallHoleDirs2
0x8792c7: kFallHoleDirs
0x8792cf: kFallHolePitDirs
0x8792d3: LinkState_Pits
0x8794f1: HandleLayerOfDestination
0x879502: DungeonPitDoDamage
0x879520: HandleDungeonLandingFromPit
0x879635: kSwimmingTab1
0x879639: swim_240
0x87963b: PlayerHandler_04_Swimming
0x879715: Link_HandleSwimMovements
0x879785: Link_FlagMaxAccels
0x8797a6: Link_SetIceMaxAccel
0x8797c3: kSwimmingTab2
0x8797c7: Link_SetMomentum
0x87983a: Link_ResetSwimmingState
0x87984b: Link_ResetStateAfterDamagingPit
0x879873: ResetAllAcceleration
0x879896: kSwimmingTab3
0x8798a8: Link_HandleSwimAccels
0x879903: Link_SetTheMaxAccel
0x87996c: LinkState_Zapped
0x8799ac: PlayerHandler_15_HoldItem
0x8799ad: Link_ReceiveItem
0x879a2c: Link_TuckIntoBed
0x879a5a: LinkState_Sleeping
0x879a62: Link_SnoringInBed
0x879a71: Link_SittingUpInBed
0x879aa1: Link_JumpingOutOfBed
0x879ac2: Link_HandleSwordCooldown
0x879ae5: return_locret_879AE5
0x879ae6: kLinkItemHandlers
0x879b0e: Link_HandleYItem
0x879ba2: kAbilityBitmasks
0x879baa: Link_HandleAPress
0x879c5f: Link_APress_PerformBasic
0x879c66: HandleSwordSfxAndBeam
0x879cbf: kSpinAttackDelays
0x879cd1: kFireBeamSounds
0x879cd9: Link_CheckForSwordSwing
0x879d72: HandleSwordControls
0x879d84: Link_ResetSwordAndItemUsage
0x879d9f: Player_Sword_SpinAttackJerks_HoldDown
0x879e63: CalculateSwordHitBox
0x879eec: kRodAnimDelays
0x879eef: LinkItem_Rod
0x879f5d: RodItem_CreateShot
0x879f66: RodItem_CreateIceShot
0x879f6f: RodItem_CreateFireShot
0x879f78: kHammerAnimDelays
0x879f7b: LinkItem_Hammer
0x87a003: kBowDelays
0x87a006: LinkItem_Bow
0x87a0bb: LinkItem_Boomerang
0x87a11f: Link_ResetBoomerangYStuff
0x87a138: LinkItem_Bombs
0x87a15b: LinkItem_Bottle
0x87a24d: LinkItem_Lamp
0x87a289: kMushroomTimer
0x87a293: LinkItem_Powder
0x87a313: LinkItem_ShovelAndFlute
0x87a320: kShovelAnimDelay
0x87a326: kShovelAnimDelay2
0x87a32c: LinkItem_Shovel
0x87a3db: LinkItem_Flute
0x87a45f: CallForDuckIndoors
0x87a471: LinkItem_Book
0x87a494: LinkItem_Ether
0x87a4f7: kEtherAnimStates
0x87a503: kEtherAnimDelays
0x87a50f: LinkState_UsingEther
0x87a569: LinkItem_Bombos
0x87a5cf: kBombosAnimStates
0x87a5e3: kBombosAnimDelays
0x87a5f7: LinkState_UsingBombos
0x87a64b: LinkItem_Quake
0x87a6be: kQuakeAnimStates
0x87a6ca: kQuakeAnimDelays
0x87a6d6: LinkState_UsingQuake
0x87a77a: Link_ActivateSpinAttack
0x87a783: Link_AnimateVictorySpin
0x87a7b0: Link_SetSpinAttacking_
0x87a7b8: kLinkSpinGraphiccsByDir
0x87a7f4: kLinkSpinDelays
0x87a800: kLinkSpinOffsetsByDir
0x87a804: LinkState_SpinAttack
0x87a8ec: UNREACHABLE_07A8DC
0x87a91a: LinkItem_Mirror
0x87a955: PlaySfx60
0x87a95c: DoSwordInteractionWithTiles_Mirror
0x87a9b1: LinkState_CrossingWorlds
0x87aa6c: Link_PerformDesertPrayer
0x87aaa2: HandleFollowersAfterMirroring
0x87ab25: LinkItem_Hookshot
0x87ab6c: kHookshotArrA
0x87ab70: kHookshotArrB
0x87ab74: kHookshotArrC
0x87ab78: kHookshotArrD
0x87ab7c: LinkState_Hookshotting
0x87adbe: kCapeDepletionTimers
0x87adc1: LinkItem_Cape
0x87ae47: Link_ForceUnequipCape
0x87ae54: Link_ForceUnequipCape_quietly
0x87ae65: HaltLinkWhenUsingItems
0x87ae88: Link_HandleCape_passive_LiftCheck
0x87ae8f: Player_CheckHandleCapeStuff
0x87aec0: LinkItem_CaneOfSomaria
0x87af3b: kByrnaDelays
0x87af3e: LinkItem_CaneOfByrna
0x87afb5: SearchForByrnaSpark
0x87afcc: kBugNetTimers
0x87aff4: kMult10
0x87aff8: LinkItem_Net
0x87b073: CheckYButtonPress
0x87b087: kLinkItem_MagicCosts
0x87b0a2: kLinkItem_MagicCostBaseIndices
0x87b0ab: LinkCheckMagicCost
0x87b0e9: Refund_Magic
0x87b107: Link_ItemReset_FromOverworldThings
0x87b11c: Link_PerformThrow
0x87b199: kLiftTab2
0x87b1ad: kLink_Lift_tab
0x87b1b6: kLiftTab0
0x87b1c0: kLiftTab1
0x87b1ca: Link_APress_LiftCarryThrow
0x87b281: Link_PerformDash
0x87b2ed: Link_APress_NothingB
0x87b2ee: Link_PerformGrab
0x87b310: kGrabWallDirs
0x87b314: kGrabWall_AnimTimer
0x87b31b: kGrabWall_AnimSteps
0x87b322: Link_APress_PullObject
0x87b371: Link_PerformStatueDrag
0x87b389: Link_APress_StatueDrag
0x87b3e5: Link_PerformRupeePull
0x87b40c: nullsub_9
0x87b40d: kGrabWall_AnimSteps2
0x87b416: LinkState_TreePull
0x87b4f2: Link_PerformRead
0x87b527: nullsub_7
0x87b528: kLink_ReceiveItemAlternates
0x87b574: Link_PerformOpenChest
0x87b5c0: Link_CheckNewAPress
0x87b5d6: Link_HandleToss
0x87b609: UNREACHABLE_07B5F2
0x87b64b: kPlayer_LimitDirectionMask
0x87b64f: Link_HandleDiagonalCollision
0x87b660: Player_LimitDirections_Inner
0x87b7c7: Link_HandleCardinalCollision
0x87b956: RunSlopeCollisionChecks_VerticalFirst
0x87b969: RunSlopeCollisionChecks_HorizontalFirst
0x87b97c: CheckIfRoomNeedsDoubleLayerCheck
0x87b9b3: CreateVelocityFromMovingBackground
0x87b9f7: kLink_DoMoveXCoord_Indoors_dy
0x87b9ff: kLink_DoMoveXCoord_Indoors_dx
0x87ba0a: StartMovementCollisionChecks_Y
0x87ba35: StartMovementCollisionChecks_Y_HandleIndoors
0x87bd49: endif_24
0x87bdb1: HandlePushingBonkingSnaps_Y
0x87bdc8: endif_3
0x87beaf: StartMovementCollisionChecks_Y_HandleOutdoors
0x87c16d: RunLedgeHopTimer
0x87c189: Link_RestorePreviousCoords
0x87c1a1: Link_BonkAndSmash
0x87c1c3: Link_Move_Helper4_CheckSmash_Inner
0x87c1e4: Link_AddInVelocityYFalling
0x87c1ff: CalculateSnapScratch_Y
0x87c229: AddAbsoluteScratchToXCoord
0x87c23d: ChangeAxisOfPerpendicularDoorMovement_Y
0x87c29f: Link_AddInVelocityY
0x87c2ba: kRecoilVelY_Ydir
0x87c2bd: kRecoilVelZ_Ydir
0x87c2c3: Link_HopInOrOutOfWater_Y
0x87c30c: kLink_MoveY_RecoilOther_dy
0x87c32c: kLink_MoveY_RecoilOther_dz
0x87c34c: kLink_MoveY_RecoilOther_timer
0x87c36c: Link_FindValidLandingTile_North
0x87c409: kLink_JumpOffLedgeUpDown_dy
0x87c429: kLink_JumpOffLedgeUpDown_dx
0x87c449: kLink_JumpOffLedgeUpDown_dz
0x87c46d: Link_FindValidLandingTile_DiagonalNorth
0x87c4d4: StartMovementCollisionChecks_X
0x87c4ff: StartMovementCollisionChecks_X_HandleIndoors
0x87c7fc: HandlePushingBonkingSnaps_X
0x87c8e9: StartMovementCollisionChecks_X_HandleOutdoors
0x87cb84: SnapOnX
0x87cb9f: CalculateSnapScratch_X
0x87cbc9: AddAbsoluteScratchToYCoord
0x87cbdd: ChangeAxisOfPerpendicularDoorMovement_X
0x87cc33: kRecoilVelX
0x87cc36: kRecoilVelZ
0x87cc39: kRecoilIncapacitated
0x87cc3c: Link_HopInOrOutOfWater_X
0x87cc83: Link_AvoidJudderAgainstDiagWall_x0
0x87cc8d: Link_AvoidJudderAgainstDiagWall_x1
0x87cc97: Link_AvoidJudderAgainstDiagWall_y0
0x87cca1: Link_AvoidJudderAgainstDiagWall_y1
0x87ccab: Link_HandleDiagonalKickback
0x87cd7b: kDetectTiles_tab0
0x87cd83: kDetectTiles_tab1
0x87cd8b: kDetectTiles_tab2
0x87cd93: kDetectTiles_tab3
0x87cda3: kDetectTiles_tab4
0x87cdab: kDetectTiles_tab5
0x87cdb3: kDetectTiles_tab6
0x87cdcb: TileDetect_Movement_Y
0x87ce2a: TileDetect_Movement_X
0x87ce85: TileDetect_Movement_VerticalSlopes
0x87cec9: TileDetect_Movement_HorizontalSlopes
0x87cf0a: TileDetect_BigArea
0x87cf12: Player_TileDetectNearby
0x87cf7e: TileDetect_UnusedIce
0x87cfcc: kDoSwordInteractionWithTiles_y
0x87d01c: kDoSwordInteractionWithTiles_x
0x87d06f: kDoSwordInteractionWithTiles_o
0x87d077: TileDetect_MainHandler
0x87d2c6: Link_PermissionForSloshSounds
0x87d2e4: kChangableDungeonObj_Func1B_y0
0x87d2ec: kChangableDungeonObj_Func1B_y1
0x87d2f4: kChangableDungeonObj_Func1B_x0
0x87d2fc: kChangableDungeonObj_Func1B_x1
0x87d304: PushBlock_AttemptToPushTheBlock
0x87d365: kGetBestActionToPerformOnTile_y
0x87d36d: kGetBestActionToPerformOnTile_x
0x87d375: kGetBestActionToPerformOnTile_a
0x87d37c: kGetBestActionToPerformOnTile_b
0x87d383: Link_HandleLiftables
0x87d445: kLink_Move_Helper6_tab0
0x87d455: kLink_Move_Helper6_tab1
0x87d465: kLink_Move_Helper6_tab2
0x87d475: kLink_Move_Helper6_tab3
0x87d485: HandleNudging
0x87d556: kHookShot_CheckColl_Y
0x87d566: kHookShot_CheckColl_X
0x87d576: Hookshot_CheckTileCollision
0x87d607: Hookshot_CheckSingleLayerTileCollision
0x87d657: kDetectTiles_7_Y
0x87d65f: kDetectTiles_7_X
0x87d667: HandleNudgingInADoor
0x87d6f4: TileCheckForMirrorBonk
0x87d72e: kDoorwayDetectY
0x87d736: kDoorwayDetectX
0x87d73e: TileDetect_SwordSwingDeepInDoor
0x87d798: TileDetect_ResetState
0x87d7d8: kTileHandlers_Indoors
0x87d9d8: TileDetection_Execute
0x87dc2e: TileDetect_ExecuteInner
0x87dc4a: TileBehavior_HandleItemAndExecute
0x87dc50: TileBehavior_StandardCollision
0x87dc5d: TileBehavior_SlopeOuter
0x87dc61: TileBehavior_Slope
0x87dc72: TileBehavior_NorthSingleLayerStairs
0x87dc7d: TileBehavior_NorthSwapLayerStairs
0x87dc86: TileHandlerIndoor_22
0x87dc8b: TileBehavior_Pit
0x87dc98: TileBehavior_OverlayMask_0C
0x87dc9e: TileBehavior_GanonIce
0x87dca4: TileBehavior_PalaceIce
0x87dcae: TileBehavior_LightableTorch
0x87dcb6: TileBehavior_DeepWater
0x87dcbc: TileBehavior_ShortWaterLadder
0x87dcc2: TileBehavior_OverlayMask_1C
0x87dcc8: TileBehavior_LayerToggleShutterDoor
0x87dcd4: TileBehavior_LayerAndDungeonToggleShutterDoor
0x87dce0: TileBehavior_DungeonToggleShutterDoor
0x87dcea: TileHandlerIndoor_82
0x87dd00: TileBehavior_DungeonToggleManualDoor
0x87dd0a: TileHandlerIndoor_80
0x87dd1b: TileBehavior_ShallowWater
0x87dd41: TileBehavior_ManipulablyReplaced
0x87dd5c: TileBehavior_UnusedDeepWater
0x87dd6a: TileBehavior_Chest
0x87dd95: notBigKeyLock
0x87dd9d: TileBehavior_SouthSingleLayerStairs
0x87dda1: TileHandlerIndoor_3E
0x87ddb1: TileBehavior_Spike
0x87ddca: TileBehavior_SpikeFloor
0x87dde1: TileBehavior_Hookshottables
0x87dde5: TileBehavior_FlagManipulable
0x87ddeb: TileBehavior_FlaggableDoor
0x87ddf7: TileBehavior_RupeeTile
0x87de17: TileBehavior_CrystalPeg_Up
0x87de29: TileBehavior_Conveyor_Upwards
0x87de2d: TileBehavior_Conveyor_Downwards
0x87de35: TileBehavior_Conveyor_Leftwards
0x87de3a: TileBehavior_Conveyor_Rightwards
0x87de45: TileBehavior_MinigameChest
0x87de4f: TileBehavior_Entrance
0x87de5b: TileBehavior_NothingOW
0x87de61: TileBehavior_ThickGrass
0x87de67: TileBehavior_DiggableGround
0x87de7e: TileBehavior_Liftable
0x87dead: TileBehavior_Ledge_South
0x87debb: TileBehavior_Ledge_North
0x87dec5: TileBehavior_Ledge_EastWest
0x87decf: TileBehavior_Ledge_NorthDiagonal
0x87dedd: TileBehavior_Ledge_SouthDiagonal
0x87dee7: TileBehavior_UnusedCornerType
0x87def1: TileBehavior_EasternRuinsCorner
0x87deff: TileBehavior_Warp
0x87df09: TileBehavior_GraveStone
0x87df11: TileBehavior_HylianPlaque
0x87df19: TileBehavior_BonkRocks
0x87e026: PushBlock_GetTargetTileFlag
0x87e052: kAvoidJudder1
0x87e072: kAvoidJudder2
0x87e076: FlagMovingIntoSlopes_Y
0x87e112: FlagMovingIntoSlopes_X
0x87e1be: Link_HandleRecoiling
0x87e1d7: Player_HandleIncapacitated_Inner2
0x87e227: kPlayer_SomethingWithVelocity_vel
0x87e245: Link_HandleVelocity
0x87e370: LinkHop_FindArbitraryLandingSpot
0x87e373: Player_MovePosition1_
0x87e3dd: Player_ApplyDragAndComputeVel_
0x87e3e0: Link_HandleVelocityAndSandDrag
0x87e402: return_loc_87E402
0x87e406: kSwimmingTab4
0x87e41e: kSwimmingTab5
0x87e422: kSwimmingTab6
0x87e42a: HandleSwimStrokeAndSubpixels
0x87e4d3: Player_SomethingWithVelocity_TiredOrSwim
0x87e545: Link_DashInPlace
0x87e595: Link_HandleMovingFloor
0x87e5cd: Link_ApplyMovingFloorVelocity
0x87e5e4: kMovePosDirFlag
0x87e5e8: kMovingBeltY
0x87e5ec: kMovingBeltX
0x87e5f0: Link_ApplyConveyor
0x87e671: kPlayer_UpdateDirection_tab
0x87e675: kPlayer_UpdateDirection_tab2
0x87e685: kPlayer_UpdateDirection_tab3
0x87e69d: Link_HandleMovingAnimation_SetFacingDown
0x87e6a6: Link_HandleMovingAnimation_FullLongEntry
0x87e6a9: Player_UpdateDirection_
0x87e704: Link_HandleMovingAnimation_StartWithDash
0x87e707: Player_UpdateDirection_Part2_
0x87e7fa: Link_HandleMovingAnimationSwimming
0x87e842: kDashTab4
0x87e87a: kDashTab5
0x87e881: kDashTab3
0x87e88f: Link_HandleMovingAnimation_Dash
0x87e8f0: HandleIndoorCameraAndDoors
0x87e901: HandleDoorTransitions
0x87e9d3: ApplyLinksMovementToCamera
0x87ea06: DesertPrayer_InitializeIrisHDMA
0x87ea22: kPrayingScene_Delays
0x87ea27: DesertPrayer_BuildIrisHDMATable
0x87ebda: kPrayingScene_Tab1
0x87ec5b: kPrayingScene_Tab0
0x87ecdc: DesertHDMA_CalculateIrisShapeLine
0x87ed2c: FindFreeMovingBlockSlot
0x87ed3f: InitializePushBlock
0x87edb5: PushBlock_Slide
0x87edf9: PushBlock_HandleFalling
0x87ee31: kPushedBlockDirMask
0x87ee35: PushBlock_ApplyVelocity
0x87ef61: kPushBlockTab1
0x87ef65: kPushBlockTab2
0x87ef69: kPushBlock_E
0x87ef71: kPushBlock_A
0x87ef79: kPushBlock_B
0x87ef81: kPushBlock_F
0x87ef89: kPushBlock_C
0x87ef91: kPushBlock_D
0x87ef99: kLinkOtherPosPtrs
0x87efa1: kLinkOnePosPtrs
0x87efa9: kPushedBlockOtherPosPtrs
0x87efb1: kPushedBlockOnePosPtrs
0x87efb9: PushBlock_HandleCollision
0x87f0ac: Sprite_Dungeon_DrawAllPushBlocks
0x87f0cc: kPushedblock_Char
0x87f0d0: kPushedBlock_Tab1
0x87f0d9: Sprite_Dungeon_DrawSinglePushBlock
0x87f13c: Link_Initialize
0x87f1a3: Link_ResetProperties_A
0x87f1e6: Link_ResetProperties_B
0x87f1fa: Link_ResetProperties_C
0x87f25a: UsedForStraightInterRoomStaircase
0x87f2c1: HandleLinkOnSpiralStairs
0x87f391: SpiralStairs_FindLandingSpot
0x87f3f3: LinkResetPushTimer
0x87f3fd: UNREACHABLE_07F3D7
0x87f42f: Player_CheckDoorwayQuadrantMovement_Far
0x87f439: Link_CheckForEdgeScreenTransition
0x87f46f: Follower_ValidateMessageFreedom
0x87f49c: TriforceRoom_LinkApproachTriforce
0x87f4d0: Sprite_CheckIfLinkIsBusy
0x87f4f1: Pipe_ValidateEntry
0x87f514: CacheCameraPropertiesIfOutdoors
0x87f51d: kOverworld_SignText
0x87f61d: kDungeon_SignText
0x888000: Ancilla_Sfx1_Near
0x888007: Player_DoSfx2_
0x88800e: Player_DoSfx3_
0x888015: Player_SetSfxPan_
0x888020: Ancilla_Sfx1_Pan
0x888027: Ancilla_Sfx2_Pan
0x88802e: Ancilla_Sfx3_Pan
0x888035: Ancilla_Sfx_SetPan
0x888040: kFireRod_X
0x888044: kFireRod_XHi
0x888048: kFireRod_Y
0x88804c: kFireRod_YHi
0x888050: kFireRod_Xvel2
0x88805c: kFireRod_Yvel2
0x888068: kFireRod_Xvel
0x88806c: kFireRod_Yvel
0x88806f: kAncilla_Pflags
0x8880b3: AncillaAdd_FireRodShot
0x88819f: kSpawnCentrifugalQuad_X
0x8881a3: kSpawnCentrifugalQuad_Y
0x8881a7: SomariaBlock_SpawnBullets
0x888242: Ancilla_Main
0x88824d: Ancilla_ProjectReflexiveSpeedOntoSprite
0x888287: Bomb_CheckSpriteDamage
0x88832b: Ancilla_ExecuteAll
0x88833c: Ancilla_ExecuteOne
0x888405: kIceShotSparkle_X
0x888415: kIceShotSparkle_Y
0x888425: kIceShotSparkle_Char
0x888435: Ancilla13_IceRodSparkle
0x8884c0: kIceShotSparkle_Yvel
0x8884c4: kIceShotSparkle_Xvel
0x8884c8: AncillaAdd_IceRodSparkle
0x888515: kSomarianBlast_Mask
0x88851b: Ancilla01_SomariaBullet
0x888562: kSomarianBlast_Draw_Char0
0x88857a: kSomarianBlast_Draw_Char1
0x888592: kSomarianBlast_Draw_Flags0
0x8885aa: kSomarianBlast_Draw_Flags1
0x8885c2: kSomarianBlast_Draw_X0
0x8885da: kSomarianBlast_Draw_X1
0x8885f2: kSomarianBlast_Draw_Y0
0x88860a: kSomarianBlast_Draw_Y1
0x888628: kAncilla_FloorFlags
0x88862a: Ancilla_ReturnIfOutsideBounds
0x88864e: kSomarianBlast_Flags
0x888650: SomarianBlast_Draw
0x8886d2: Ancilla02_FireRodShot
0x888759: kFireShot_Draw_X2
0x888769: kFireShot_Draw_Y2
0x888779: kFireShot_Draw_Char2
0x88877c: FireShot_Draw
0x8887e9: kFireShot_Draw_Char
0x888853: kAncilla_TileColl0_Attrs
0x888953: kAncilla_CheckTileColl0_Y
0x888967: kAncilla_CheckTileColl0_X
0x88897b: Ancilla_CheckTileCollision_staggered
0x888981: Ancilla_CheckTileCollision
0x888a03: Ancilla_CheckTileCollisionOneFloor
0x888a26: Ancilla_CheckTileCollision_targeted
0x888ab9: Ancilla_SetSpriteAlert
0x888abf: kAncilla_TileColl_Attrs
0x888bbf: kAncilla_CheckTileColl_Y
0x888bc7: kAncilla_CheckTileColl_X
0x888bcf: Ancilla_CheckTileCollision_Class2
0x888c43: Ancilla_CheckTileCollision_Class2_Inner
0x888cd9: kBeamHit_X
0x888ce9: kBeamHit_Y
0x888cf9: kBeamHit_Char
0x888d09: kBeamHit_Flags
0x888d19: Ancilla04_BeamHit
0x888d68: Ancilla_CheckSpriteCollision
0x888da2: Ancilla_CheckSpriteCollision_
0x888daa: kAncilla_CheckSpriteColl_Dir
0x888dae: Ancilla_CheckSpriteCollision_Single
0x888e75: kAncilla_CheckSpriteColl_RecoilX
0x888e79: kAncilla_CheckSpriteColl_RecoilY
0x888e7d: kAncilla_HitBox_X
0x888e89: kAncilla_HitBox_W
0x888e95: kAncilla_HitBox_Y
0x888ea1: kAncilla_HitBox_H
0x888ead: Ancilla_SetupHitBox
0x888eed: Ancilla_ProjectSpeedTowardsPlayer
0x888f5c: Ancilla_IsRightOfLink
0x888f6f: Ancilla_IsBelowLink
0x888f82: kRepulseSpark_Char
0x888f85: kRepulseSpark_Flags
0x888f89: Ancilla_WeaponTink
0x889080: Ancilla_MoveX
0x88908b: Ancilla_MoveY
0x8890b7: Ancilla_MoveZ
0x8890dc: kBoomerang_Y0
0x8890ec: kBoomerang_X0
0x8890fc: Ancilla05_Boomerang
0x88923b: Ancilla_CheckTileCollision_
0x889243: Ancilla_CheckTileCollision_Class2__
0x88924b: Boomerang_ScreenEdge
0x8892ab: Boomerang_StopOffScreen
0x8892f5: Boomerang_Terminate
0x88931a: kBoomerang_Flags
0x889322: kBoomerang_Draw_XY
0x889332: kBoomerang_Draw_OamIdx
0x889336: kBoomerang_Draw_Tab0
0x889338: Boomerang_Draw
0x8893e8: Ancilla06_WallHit
0x8893ff: Ancilla_SwordWallHit
0x88941f: kWallHit_Char
