Vector_RESET Interrupt_Reset
FlailTrooper_ApproachPlayer BallNChain_Approach
FlailTrooper_UpdateGfx BallNChain_Animate
FlailTrooper_ShortHalting BallNChain_Steady
FlailTrooper_Attack BallNChain_SpinFlail
FlailTrooper_WindingDown BallNChain_SlowFlail
ChainBallTrooper_DrawHead SpriteDraw_BNCHead
ChainBallTrooper_DrawHeadEx SpriteDraw_GuardHead
FlailTrooper_DrawBody SpriteDraw_BNCBody
FlailTrooper_DrawBodyEx SpriteDraw_GuardBody
ChainBallTrooper_DrawWeapon SpriteDraw_BNCFlail
ChainBallTrooper_Nop NOP4
SpriteActive2_MainLong SpriteModule_Active
Sprite_MetalBall Sprite_50_Cannonball
MetalBall_DrawLargerVariety SpriteDraw_BigCannonball
Sprite_Armos Sprite_51_ArmosStatue
Sprite_Bot Sprite_4E_Popo
Sprite_GerudoMan Sprite_4C_Geldman
GerudoMan_ReturnToOrigin Geldman_Hiding
GerudoMan_AwaitPlayer Geldman_WaitForLink
GerudoMan_Emerge Geldman_Ambush
GerudoMan_PursuePlayer Geldman_Chase
GerudoMan_Submerge Geldman_Retreat
Sprite_Toppo Sprite_4D_Toppo
Toppo_PickNextGrassPlot Toppo_Hiding
Toppo_ChillBeforeJump Toppo_RustleGrass
Toppo_WaitThenJump Toppo_PokingOut
Toppo_RiseAndFall Toppo_Leaping
Toppo_ChillAfterJump Toppo_Retreat
Toppo_FlusteredTrampoline Toppo_Flustered_bounce
Toppo_CheckLandingSiteForGrass Toppo_VerifyTile
Sprite_Recruit Sprite_4B_GreenKnifeGuard
Recruit_Moving GreenKnifeGuard_Moving
sub_85BD52 ZoraAndGuardAdvanceAnimation
Sprite_BombTrooper Sprite_4A_BombGuard
EnemyBomb_CheckDamageToSprite SpriteBomb_CheckDamageToSprite
EnemyBomb_ExplosionImminent SpriteBomb_ExplosionIncoming
BombTrooper_Main BombGuard
BombTrooper_SpawnAndThrowBomb BombGuard_CreateBomb
BombTrooper_DrawArm SpriteDraw_BombGuard_Arm
EnemyBomb_DrawExplosion SpriteDraw_SpriteBombExplosion
Sprite_Soldier Sprite_41_BlueGuard
Soldier_Probe Probe
Soldier_Main Guard_Main
Soldier_State0 Guard_Idle
Soldier_Func13 Guard_SetGlanceTo12
Soldier_Func10 Guard_ShootProbeAndStuff
Soldier_State1 Guard_OnPatrol
Soldier_Func7 Guard_TickAndUpdateBody
Soldier_State2 Guard_Surveying
Soldier_State3 Guard_InPursuit
Soldier_Func11 Guard_SetTimerAndAssertTileHitBox
Soldier_State4 Guard_FallingToDeath
Sprite_ZeroVelocity Sprite_ZeroVelocity_XY
Soldier_Func6 Guard_TickTwiceAndUpdateBody
Probe_SetDirectionTowardsPlayer Guard_ApplySpeedInDirection
Sprite_SpawnProbeStaggered Sprite_Guard_SendOutProbe
Soldier_Draw Guard_HandleAllAnimation
Soldier_Draw1 Guard_AnimateHead
Soldier_Draw2 Guard_AnimateBody
Soldier_Draw3 Guard_AnimateWeapon
Sprite_PsychoSpearSoldier Sprite_45_UsainBolt
PsychoSpearSoldier_PlayChaseMusic BoltGuard_TriggerChaseTheme
Sprite_PsychoTrooper Sprite_44_BluesainBolt
SoldierThrowing_DrawWeapon_1 SpriteDraw_GuardSpear_Fresh
SoldierThrowing_DrawWeaponEx SpriteDraw_GuardSpear_PreserveOamOffset
SoldierThrowing_DrawWeapon_3 SpriteDraw_GuardSpear_Bolt
SoldierThrowing_DrawWeapon SpriteDraw_GuardSpear
Sprite_MoveIfNotTouchingWall Sprite_Guard_MoveIfNoTileCollision
Sprite_JavelinTrooper Sprite_48_RedJavelinGuard
Sprite_ArcherSoldier Sprite_46_BlueArcher
JavelinTrooper_Resting Archer_Hiding
JavelinTrooper_WalkingAround Archer_Walking
JavelinTrooper_LookingAround Archer_Scanning
JavelinTrooper_NoticedPlayer Archer_NoticeSenpai
JavelinTrooper_Agitated Archer_Agitated
JavelinTrooper_Attack Archer_Attack
JavelinTrooper_SpawnProjectile Guard_LaunchProjectile
Sprite_BushJavelinSoldier Sprite_49_RedBushGuard
Sprite_BushArcherSoldier Sprite_47_GreenBushGuard
Sprite_BushSoldierCommon Sprite_BushGuard_Main
Sprite_BushSoldierCommon_00 Sprite_BushGuard_Hiding
Sprite_BushSoldierCommon_01 Sprite_BushGuard_Emerging
BushSoldier_SpawnWeapon BushGuard_SpawnFoliage
Sprite_BushSoldierCommon_02 Sprite_BushGuard_Shoot
Sprite_BushSoldierCommon_03 Sprite_BushGuard_Retreating
ArcherSoldier_DrawWeapon SpriteDraw_Archer_Weapon
Sprite_TutorialEntitiesLong Sprite_TutorialGuardOrBarrier
Sprite_EvilBarrierTrampoline Sprite_BarrierBounce
Sprite_TutorialEntities Sprite_GuardOrBarrierTest
Sprite_PullSwitch Sprite_04_PullSwitch
BadPullSwitch_Main PullSwitch_FacingUp
BadPullSwitch_Inner PullSwitch_HandleUpPulling
GoodPullSwitch_Main PullSwitch_FacingDown
GoodPullSwitch_Inner PullSwitch_HandleDownPulling
SpritePrep_UncleAndSageLong SpritePrep_UncleAndPriest
SpritePrep_UncleAndSage UncleOrPriestPrepCheck
Sage_SpawnMantle Priest_SpawnMantle
Sprite_UncleAndSageLong Sprite_73_UncleAndPriest
Sprite_SageMantle Sprite_SanctuaryMantle
Sprite_SageMantle_Case0 Sprite_SanctuaryMantle_AttemptCutscene
Sprite_SageMantle_Case1 Sprite_SanctuaryMantle_InitializeSlide
Sprite_SageMantle_Case2 Sprite_SanctuaryMantle_SlideToTheRight
Sprite_MakeBodyTrackHeadDirection Sprite_TrackBodyToHead
Sprite_Sage Sprite_Priest
Sage_MortallyWounded Priest_Dying
Sage_DyingWords Priest_LyingOnGround
Sage_DeathFlash Priest_FinalWords
Sage_Terminate Priest_Die
Sage_State1 Priest_RunRescueCutscene
Sage_AtSanctuary Priest_Chillin
Uncle_AtHome Uncle_AtHouse
Uncle_TelepathicZeldaPlea Uncle_TriggerTelepathy
Uncle_WakeUpPlayer Uncle_AwakenLink
Uncle_TellPlayerToStay Uncle_DeclareCurfew
Uncle_LeavingHouse Uncle_Embark
Uncle_AttachZeldaTelepathTagalong Uncle_ApplyTelepathyFollower
Uncle_InSecretPassage Uncle_InPassage
Uncle_RemoveZeldaTelepathTagalong Uncle_LyingInDefeat
Uncle_GiveSwordAndShield Uncle_GrantEquipment
Sprite_DrawMultiple_Inner2 Sprite_DrawMultiple_prep_oam_deferred
Sprite_DrawMultiple_Inner1 Sprite_DrawMultiple_prep_oam
Sprite_QuarrelBrosLong Sprite_32_ArguingBros
Sprite_Oprhan1 Sprite_UNREACHABLE_05E052
Orphan1_State1 UNREACHABLE_05E06B
Orphan1_State2 UNREACHABLE_05E0B6
Sprite_ShowSolicitedMessageIfPlayerFacing Sprite_ShowSolicitedMessage
Sprite_ShowMessageFromPlayerContact Sprite_ShowMessageOnContact
Sprite_PullForRupeesLong Sprite_33_RupeePull
Sprite_GargoyleGrateLong Sprite_14_ThievesTownGrate
Sprite_YoungSnitchLadyLong Sprite_34_YoungSnitch
Sprite_InnKeeperLong Sprite_35_Innkeeper
Sprite_WitchLong Sprite_36_Witch
Witch_GrantCaneOfByrna Witch_GrantByrna
Witch_Main Witch_DiscussThings
Witch_PlayerHasNotMushroom Witch_DiscussMushroom
Witch_PlayerHasMushroom Witch_YouHaveShroom
Witch_PlayerHandsMushroomOver Witch_AcceptShroom
Sprite_ArrowTriggerLong Sprite_38_EyeStatue
ArrowTrigger_Unused UNREACHABLE_05E656
Sprite2_TrendHorizSpeedToZero Sprite_Decelerate_X
Sprite2_TrendVertSpeedToZero Sprite_Decelerate_Y
SpritePrep_SnitchesLong SpritePrep_Snitch
Sprite_OldSnitchLadyLong Sprite_3D_OldSnitch
OldSnitchLady_Case0 Snitch_Meander
OldSnitchLady_Case1 Snitch_FreakOut
OldSnitchLady_Case2 Snitch_OpenDoor
OldSnitchLady_Case3 Snitch_SlamDoor
SpritePrep_RunningManLong SpritePrep_RunningBoy
Sprite_RunningManLong Sprite_74_RunningBoy
RunningMan_Chillin RunningBoy_Idle
RunningMan_AnimateAndRun RunningMan_Running
RunningMan_RunLeft RunningBoy_RunLeft
RunningMan_ResumeChillin RunningMan_Relax
RunningMan_WindingRunRight RunningBoy_RunRight
RunningMan_GotCaught RunningBoy_Caught
RunningMan_AnimateAndMakeDust RunningMan_AnimateAndDust
RunningMan_RunFullSpeed RunningMan_RunAway
Sprite_BottleVendorLong Sprite_75_BottleMerchant
BottleVendor_Base BottleVendor_Idle
BottleVendor_SellingBottle BottleVendor_OfferSale
BottleVendor_GiveBottle BottleVendor_GrantBottle
BottleVendor_BuyingFromPlayer BottleVendor_BuyingItem
BottleVendor_DispenseRewardToPlayer BottleVendor_PayOut
Zelda_TransitionFromTagalong Priest_SpawnRescuedPrincess
Sprite_Zelda Sprite_76_Zelda
Zelda_InPrison Zelda_InCell
Zelda_AwaitingRescue Zelda_WaitingInCell
Zelda_ApproachingPlayer Zelda_ApproachHero
Zelda_TheWizardIsBadMkay Zelda_DebaseAgahnim
Zelda_WaitUntilPlayerPaysAttention Zelda_VerifyAttentionSpan
Zelda_TransitionToTagalong Zelda_BecomeFollower
Zelda_WalkTowardsPriest Zelda_EnterSanctuary
Zelda_RespondToPriest Zelda_TalkHeadOff
Zelda_BeCarefulOutThere Zelda_WellWishes
Sprite_MushroomLong Sprite_E7_Mushroom
nullsub_10 SpritePrep_FakeMasterSword
Sprite_FakeSwordLong Sprite_E8_FakeMasterSword
SpritePrep_HeartContainerLong SpritePrep_HeartContainer
Sprite_HeartContainerLong Sprite_EA_HeartContainer
Sprite_HeartPieceLong Sprite_EB_HeartPiece
Sprite_ElderLong Sprite_16_Elder
Sahasrahla_Dialogue Sasha_Idle
Sahasrahla_MarkMap Sasha_GiveQuest
Sahasrahla_GrantBoots Sasha_GiveBoots
Sahasrahla_ShamelesslyPromoteIceRod Sasha_PromoteIceRod
Sprite_MedallionTabletLong Sprite_F2_MedallionTablet
MedallionTablet_SpawnDustCloud Sprite_SpawnDustCloud
MedallionTablet_WaitForMudoraReader MedallionTablet_WaitingToBeRead
MedallionTablet_Wait BombosTablet
MedallionTablet_WaitForEther EtherTablet
MedallionTablet_ExtendedDelay MedallionTablet_WasteTime
MedallionTablet_Crumbling MedallionTablet_Crumble
MedallionTablet_FinalAnimationState MedallionTablet_AmCrumbled
Sprite_ElderWifeLong Sprite_78_MrsSahasrahla
ElderWife_Initial MrsSahasrahla_Idle
ElderWife_TellLegend MrsSahasrahla_BabbleOn
ElderWife_LoopUntilPlayerNotDumb MrsSahasrahla_QuestionSanity
ElderWife_GoAwayFindTheOldMan MrsSahasrahla_FindMyHubby
SpritePrep_PotionShopLong SpritePrep_MagicShopAssistant
PotionShop_SpawnMagicPowder MagicShopAssistant_SpawnPowder
PotionShop_SpawnGreenPotion MagicShopAssistant_SpawnGreenCauldron
PotionShop_SpawnBluePotion MagicShopAssistant_SpawnBlueCauldron
PotionShop_SpawnRedPotion MagicShopAssistant_SpawnRedCauldron
Sprite_PotionShopLong Sprite_E9_MagicShopAssistant
Sprite_MagicPowderItem Sprite_BagOfPowder
Sprite_GreenPotionItem Sprite_GreenCauldron
Sprite_BluePotionItem Sprite_BlueCauldron
Sprite_RedPotionItem Sprite_RedCauldron
PotionItem_PlaySound PotionCauldron_GoBeep
WitchAssistant_CheckIfHaveAnyBottles PotionCauldron_CheckBottles
Sprite_WitchAssistant Sprite_MagicShopAssistant_Main
Sprite_DirectionToFacePlayer Sprite_DirectionToFaceLink
Sprite_IsToRightOfPlayer Sprite_IsRightOfLink
Sprite_IsBelowPlayer Sprite_IsBelowLink
Sprite_Move Sprite_MoveXY
Sprite_ShowMessageIfPlayerTouching Sprite_TutorialGuard_ShowMessageOnContact
Overworld_ReadSomeTileAttr Overworld_ReadTileAttribute
Sprite_MadBatterLong Sprite_3A_MagicBat
MadBatter_WaitForSummoning MagicBat_Dormant
MadBatter_RisingUp MagicBat_Ascend
MadBatter_PseudoAttackPlayer MagicBat_Attack
MadBatter_DoublePlayerMagicPower MagicBat_EnhanceMagic
MadBatter_LaterBitches MagicBat_Retreat
Sprite_DashItemLong Sprite_3B_BonkItem
Sprite_DashKey Sprite_BonkKey
DashKey_WaitForDashAttack BonkKey_Undisturbed
DashKey_GiveToPlayer BonkKey_GrantKey
Sprite_DashBookOfMudora Sprite_BookOfMudora
DashBookOfMudora_WaitForDashAttack BookOfMudora_WaitForBonk
DashItem_BeginFalling BonkItem_KnockedDown
DashItem_WaitTillTouchingGround BonkItem_Land
DashBookOfMudora_GiveToPlayer BookOfMudora_GrantLiterature
Sprite_DashTreetop Sprite_LumberjackTree
DashTreeTop_WaitForDashAttack LumberjackTree_WaitForBonk
DashTreeTop_SpawnLeaves LumberjackTree_ExplodeViolently
DashTreeTop_DancingLeaves LumberjackTree_DispersionOfLeaves
DashTreeTop_SpawnLeafCluster LumberjackTree_SpawnLeaves
Sprite_TroughBoyLong Sprite_3C_KidInKak
BottleVendor_DetectFish BottleMerchant_DetectFish
BottleVendor_SpawnFishRewards BottleMerchant_BuyFish
ApplyRumbleToSprites Prepare_ApplyRumbleToSprites
Sprite_SpawnThrowableTerrain_Internal Sprite_SpawnThrowableTerrain_silently
Utility_CheckIfHitBoxesOverlap CheckIfHitBoxesOverlap
Sprite_ExecuteSingle2 Sprite_TimersAndOam
Sprite_Get_16_bit_Coords Sprite_Get16BitCoords
SpriteFall_Main SpriteModule_Fall1
SpriteBurn_Main SpriteModule_Burn_bounce
SpriteExplode_Main SpriteModule_Explode_bounce
SpriteDrown_Main SpriteModule_Drown
SpritePrep_Main SpriteModule_Initialize
SpritePrep_MovableMantle SpritePrep_Mantle
sub_86884A SpritePrep_MoveRight_8px
SpritePrep_MedallionTableTrampoline SpritePrep_MedallionTablet_bounce
SpritePrep_GoodSwitch SpritePrep_Switch
SpritePrep_OldSnitchLady SpritePrep_Snitch_bounce_1
SpritePrep_DoNothing SpritePrep_DoNothingA
SpritePrep_Hokbok SpritePrep_Pokey
SpritePrep_Vitreolus SpritePrep_MiniVitreous
SpritePrep_EvilBarrier SpritePrep_AgahnimsBarrier
SpritePrep_GreatCatfish SpritePrep_Catfish
SpritePrep_ChattyAgahnim SpritePrep_CutsceneAgahnim
SpritePrep_Pikit SpritePrep_DoNothingC
SpritePrep_Moldorm SpritePrep_MiniMoldorm_bounce
SpritePrep_BombShopEntity SpritePrep_BombShoppe
SpritePrep_BullyAndBallGuy SpritePrep_BullyAndVictim
SpritePrep_ThiefChest SpritePrep_PurpleChest
SpritePrep_Dwarf SpritePrep_Smithy
SpritePrep_Babusu SpritePrep_Babasu
SpritePrep_LaserEyeTrampoline SpritePrep_LaserEye_bounce
SpritePrep_Bot SpritePrep_Popo2
SpritePrep_MovableStatue SpritePrep_Statue
SpritePrep_PushSwitch SpritePrep_WaterLever
SpritePrep_Debirando SpritePrep_DebirandoPit
SpritePrep_Recruit SpritePrep_WeakGuard
SpritePrep_ArcheryGameGuyTrampoline SpritePrep_ArrowGame_bounce
SpritePrep_IgnoresProjectiles SpritePrep_IgnoreProjectiles
SpritePrep_FluteBoyAnimals SpritePrep_HauntedGroveAnimal
SpritePrep_FluteBoyOstrich SpritePrep_HauntedGroveOstritch
SpritePrep_DiggingGameGuyTrampoline SpritePrep_DiggingGameGuy_bounce
SpritePrep_GargoyleGrate SpritePrep_ThievesTownGrate
SpritePrep_PullForRupees SpritePrep_RupeePull
SpritePrep_ShopKeeper SpritePrep_Shopkeeper
SpritePrep_ShopKeeper_6_9_12 SpritePrep_NiceThief_WithGift
SpritePrep_ShopKeeper_10 SpritePrep_NiceThief_Desert
SpritePrep_ShopKeeper_11 SpritePrep_NiceThief_Ice
SpritePrep_StoryTeller_1 SpritePrep_Storyteller
SpritePrep_HumanMulti_1 SpritePrep_Adults
SpritePrep_Elder SpritePrep_Sage
SpritePrep_DashItem SpritePrep_BonkItem
SrpritePrep_Kiki SpritePrep_Kiki
SpritePrep_MiddleAgedMan SpritePrep_Locksmith
SpritePrep_BugNetKid SpritePrep_SickKid
SpritePrep_GanonHelpers SpritePrep_Tektite
SpritePrep_ChainChompTrampoline SpritePrep_Chainchomp_bounce
SpritePrep_BigFaerie SpritePrep_BigFairy
SpritePrep_ElderWife SpritePrep_MrsSahasrahla
SpritePrep_MadBatter SpritePrep_MagicBat
SpritePrep_Leever SpritePrep_FairyPond
SpritePrep_HoboEntities SpritePrep_Hobo
SpritePrep_RollerRightLeft SpritePrep_Roller_HorizontalRightFirst
SpritePrep_RollerDownUp SpritePrep_Roller_VerticalDownFirst
SpritePrep_Kodondo SpritePrep_Kodongo
SpritePrep_Bubble SpritePrep_Antifairy
SpritePrep_IceBallGenerator SpritePrep_FallingIce
SpritePrep_ZoraKing SpritePrep_KingZora
SpritePrep_DesertBarrier SpritePrep_DesertStatue
SpritePrep_Armos SpritePrep_DoNothingD
SpritePrep_Octorock SpritePrep_Octorok
SpritePrep_GiantMoldorm SpritePrep_Moldorm_bounce
SpritePrep_Lanmola SpritePrep_Lanmolas_bounce
SpritePrep_SpikeTrap SpritePrep_BigSpike
SpritePrep_ZoraAndFireball SpritePrep_SwimmingZora
SpritePrep_GerudoMan SpritePrep_Geldman
sub_868FCF SpritePrep_StandardGuard_indoors
SpritePrep_Soldier SpritePrep_StandardGuard
SpritePrep_FluteBoy SpritePrep_FluteKid
SpritePrep_MoveDownOneTile SpritePrep_MoveDown_8px
SpritePrep_HylianPlaque SpritePrep_PedestalPlaque
Sprite_IncrXYLow8 SpritePrep_MoveDown_8px_Right8px
SpritePrep_HardHatBeetle SpritePrep_HardhatBeetle
SpritePrep_Helmasaur SpritePrep_MiniHelmasaur
SpritePrep_Faerie SpritePrep_Fairy
SpritePrep_TenArrowRefill SpritePrep_Absorbable
SpritePrep_DashTriggeredSprite SpritePrep_OverworldBonkItem
SpritePrep_GoodBee SpritePrep_NiceBee
SpritePrep_DoNothing_2 SpritePrep_DoNothingG
SpritePrep_EyegoreTrampoline SpritePrep_Eyegore_bounce
SpritePrep_GuruguruBar SpritePrep_FireBar
SpritePrep_TrinexxComponents SpritePrep_Trinexx
sub_8691CC SpritePrep_FreeUpBossSegmentSlots
SpritePrep_SpikeBlock SpritePrep_Spike
SpritePrep_Stal SpritePrep_RockStal
SpritePrep_Terrorpin SpritePrep_Blob
SpritePrep_Arghus SpritePrep_Arrghus
SpritePrep_Arrgi SpritePrep_Arrghi
SpritePrep_BubbleGroupTrampoline SpritePrep_AntifairyCircle_bounce
SpritePrep_CrystalMaiden SpritePrep_DoNothingH
SpritePrep_LoadBigKeyGfx SpritePrep_BigKey_load_graphics
SpritePrep_Key SpritePrep_SmallKey
Sprite_GiantMoldormTrampoline Sprite_09_Moldorm_bounce
Sprite_RavenTrampoline Sprite_00_Raven_bounce
Sprite_VultureTrampoline Sprite_01_Vulture_bounce
Sprite_DeadRock Sprite_27_Deadrock
DeadRock_PickDirection Deadrock_Halted
DeadRock_Walk Deadrock_Walk
DeadRock_Petrified Deadrock_Stunned
Sprite_Sluggula Sprite_20_Sluggula
Sluggula_LayBomb Sluggula_DropBomb
Sprite_Poe Sprite_19_Poe
Poe_SelectVerticalDirection Poe_Halted
Poe_Roaming Poe_SpookAround
Sprite_Moldorm Sprite_18_MiniMoldorm
Moldorm_ConfigureNextState MiniMoldorm_Readjust
Moldorm_Meander MiniMoldorm_Meander
Moldorm_SeekPlayer MiniMoldorm_TargetLink
Sprite_Moblin Sprite_12_Moblin
Moblin_SelectDirection Moblin_Halted
Moblin_SpawnThrownSpear Moblin_MaterializeSpear
Sprite_SnapDragon Sprite_0E_Snapdragon
SnapDragon_Resting Snapdragon_Halted
SnapDragon_Attack Snapdragon_MoveAround
Sprite_Ropa Sprite_22_Ropa
Ropa_Stationary Ropa_Halted
Sprite_Hinox Sprite_11_Hinox
Hinox_SelectNextDirection Hinox_Halted
Hinox_FacePlayer Hinox_FaceLink
Hinox_SetRandomDirection Hinox_PickRandomDirection
Hinox_SetExplicitDirection Hinox_SetDirection
Sprite_BlueBari Sprite_23_RedBari
Sprite_Helmasaur Sprite_13_MiniHelmasaur
Sprite_HardHatBeetle Sprite_26_HardhatBeetle
Sprite_Bubble Sprite_15_Antifairy
Sprite_Chicken Sprite_0B_Cucco
Chicken_Calm Cucco_Calm
Chicken_IncrSubtype2_4 Cucco_AnimateFast
Chicken_FleeingPlayer Cucco_Flee
Chicken_DistressMarker Cucco_DrawPANIC
Sprite_DrawDistressMarker Sprite_DrawDistressSweat
Sprite_CustomTimedDrawDistressMarker Sprite_DrawDistress_custom
Chicken_Aloft Cucco_Carried
Chicken_Move_XYZ_AndCheckTileCollision Cucco_DoMovement_XYZ
Chicken_MoveCheckColl Cucco_DoMovement_XY
Chicken_SpawnAvengerChicken Cucco_SummonAvenger
Chicken_Sound BawkBawk
Sprite_MovableMantle Sprite_EE_CastleMantle_bounce
Sprite_CoveredRupeeCrab Sprite_17_Hoarder
Sprite_CoveredRupeeCrab_0 Sprite_Hoarder_Covered
Sprite_RupeeCrab Sprite_Hoarder_Frantic
Sprite_CheckIfLiftedPermissive Sprite_CheckIfLifted_permissive
Sprite_ThrowableScenery Sprite_EC_ThrownItem
ThrowableScenery_DrawLarge SpriteDraw_ThrownItem_Gigantic
Sprite_TransmuteToEnemyBomb Sprite_TransmuteToBomb
Sprite_StoryTeller_1 Sprite_28_DarkWorldHintNPC
Sprite_StoryTeller_1_Case0 Sprite_DarkWorldHintNPC_Bird
StoryTeller_Before DarkWorldHintNPC_Idle
StoryTeller_After DarkWorldHintNPC_RestoreHealth
StoryTeller_Case0_Inner HintBird_TellStory
Sprite_StoryTeller_1_Case1 Sprite_HamburgerHelper
Sprite_StoryTeller_1_Case2 Sprite_DarkWorldHintNPC_Octopus
Sprite_StoryTeller_Case2_Inner Sprite_HintOctopus_TellStory
Sprite_StoryTeller_1_Case3 Sprite_Broccoli
Sprite_StoryTeller_1_Case4 Sprite_Watto
Sprite_StoryTeller_Case4_Inner Sprite_Watto_TellStory
StoryTeller_CheckPay DarkWorldHintNPC_HandlePayment
Sprite_FluteBoy Sprite_2E_FluteKid
FluteBoy_Humanoid FluteKid_TheKid
FluteBoy_HumanForm FluteKid_Human
FluteBoy_Chillin FluteKid_Chillin
FltueBoy_PrepPhaseOut FluteKid_AboutToDisappear
FluteBoy_PhaseOut FluteKid_PhaseOut
FluteBoy_FullyPhasedOut FluteKid_HeDisappeared
Sprite_FluteAardvark Sprite_FluteKid_Stumpy
FluteAardvark_InitialStateFromFluteState Stumpy_Initialize
FluteAardvark_Supplicate Stumpy_Supplicate
FluteAardvark_ThanksButYouKeepIt Stumpy_ThanksButYouKeepIt
FluteAardvark_AlreadyArborated Stumpy_SorryButAmTree
FluteAardvark_ReactToSupplicationResponse Stumpy_WaitForConvo
FluteAardvark_GrantShovel Stumpy_GiveShovel
FluteAardvark_WaitForPlayerMusic Stumpy_WaitForMusic
FluteAardvark_Arborating Stumpy_BecomeTree
FluteAardvark_FullyArborated Stumpy_AmTree
FluteBoy_CheckIfPlayerTooClose FluteKid_CheckIfInRange
Sprite_FluteNote Sprite_FluteKid_Quaver
FluteBoy_SpawnFluteNote FluteKid_SpawnQuaver
Sprite_SmithyBros Sprite_1A_Smithy
ReturningSmithy_Main Smithy_Homecoming
ReturningSmithy_ApproachTheBench Smithy_Homecoming_Walk
ReturningSmithy_CopiouslyThankful Smithy_Homecoming_TYVM
SmithyFrog_Main Smithy_Frog
Smithy_ConversationStart Smithy_Smithing
Smithy_NearbyHammerUseListener Smithy_ListenForHammer
Smithy_ProvideTemperingChoice Smithy_WannaTemper
Smithy_HandleTemperingChoice Smithy_ForRealsies
Smithy_HandleTemperingCost Smithy_ItAintFreeKid
Smithy_TemperingSword Smithy_TemperInProgress
Smithy_GrantTemperedSword Smithy_GiveTemperedSword
Smithy_SpawnReturningSmithy Smithy_SpawnFriend
Smithy_SpawnOtherSmithy Smithy_SpawnDwarfPal
SmithySpark_Main Smithy_Spark
SmithyBros_SpawnSmithySpark Smithy_SpawnSpark
Sprite_EnemyArrow Sprite_1B_Arrow
Sprite_CrystalSwitch Sprite_1E_CrystalSwitch
Sprite_BugNetKid Sprite_1F_SickKid
BugNetKid_Resting SickKid_ISleep
BugNetKid_PerkUp SickKid_RealShit
BugNetKid_GrantBugNet SickKid_NothingButNet
BugNetKid_BackToResting SickKid_OutOfShaqMemes
Sprite_PushSwitch Sprite_21_WaterSwitch
PushSwitch_Case0 WaterSwitch_Untoggled
PushSwitch_Case1 WaterSwitch_ReleaseGate
Sprite_MiddleAgedMan Sprite_39_Locksmith
MiddleAgedMan_Chillin LockSmith_Chillin
MiddleAgedMan_TransitionToTagalong LockSmith_FollowLink
MiddleAgedMan_OfferChestOpening LockSmith_OfferService
MiddleAgedMan_ReactToSecretKeepingResponse LockSmith_RespondToAnswer
Sprite_HoboEntities Sprite_2B_Hobo
Sprite_Hobo Sprite_Hobo_Bum
Hobo_Sleeping Hobo_Sleep
Hobo_WakeUp Hobo_Awoken
Hobo_GrantBottle Hobo_GiveBottle
Hobo_SpawnHobo SpritePrep_Hobo_SpawnSmoke
Sprite_HoboBubble Sprite_Hobo_Bubble
Sprite_HoboFire Sprite_Hobo_Fire
Hobo_SpawnCampfire SpritePrep_Hobo_SpawnFire
Sprite_HoboSmoke Sprite_Hobo_Smoke
HoboFire_SpawnSmoke Hobo_SpawnSmoke
Sprite_UncleAndSageTrampoline Sprite_73_UncleAndPriest_bounce
SpritePrep_UncleAndSageTrampoline SpritePrep_UncleAndPriest_bounce
SpriteActive2_Trampoline SpriteModule_Active_bounce
SpritePrep_OldMountainManTrampoline SpritePrep_OldMan_bounce
Sprite_TutorialEntitiesTrampoline Sprite_TutorialGuardOrBarrier_bounce
Sprite_PullSwitch Sprite_PullSwitch_bounce
Sprite_SomariaPlatformTrampoline Sprite_SomariaPlatformAndPipe_bounce
Sprite_MedallionTabletTrampoline Sprite_F2_MedallionTablet_bounce
Sprite_QuarrelBrosTrampoline Sprite_32_ArguingBros_bounce
Sprite_PullForRupeesTrampoline Sprite_33_RupeePull_bounce
Sprite_GargoyleGrateTrampoline Sprite_14_ThievesTownGrate_bounce
Sprite_YoungSnitchLadyTrampoline Sprite_34_YoungSnitch_bounce
SpritePrep_YoungSnitchGirl SpritePrep_Snitch_bounce_2
Sprite_InnKeeperTrampoline Sprite_35_Innkeeper_bounce
SpritePrep_InnKeeper SpritePrep_Snitch_bounce_3
Sprite_WitchTrampoline Sprite_36_Witch_bounce
Sprite_WaterfallTrampoline Sprite_37_Waterfall_bounce
Sprite_ArrowTriggerTrampoline Sprite_38_EyeStatue_bounce
Sprite_MadBatterTrampoline Sprite_3A_MagicBat_bounce
Sprite_DashItemTrampoline Sprite_3B_BonkItem_bounce
Sprite_TroughBoyTrempoline Sprite_3C_KidInKak_bounce
Sprite_OldSnitchLadyTrampoline Sprite_3D_OldSnitch_bounce
Sprite_RunningManTrampoline Sprite_74_RunningBoy_bounce
SpritePrep_RunningManTrampoline SpritePrep_RunningBoy_bounce
Sprite_BottleVendorTrampoline Sprite_75_BottleMerchant_bounce
Sprite_ZeldaTrampoline Sprite_76_Zelda_bounce
SpritePrep_ZeldaTrampoline SpritePrep_Zelda_bounce
Sprite_ElderWifeTrampoline Sprite_78_MrsSahasrahla_bounce
Sprite_MushroomTrampoline Sprite_E7_Mushroom_bounce
SpritePrep_MushroomTrampoline SpritePrep_Mushroom_bounce
Sprite_FakeSwordTrampoline Sprite_E8_FakeMasterSword_bounce
SpritePrep_FakeSwordTrampolnie SpritePrep_FakeMasterSword_bounce
Sprite_ElderTrampoline Sprite_16_Elder_bounce
